10605,11.6
10606,6.8
10607,30.5
10608,28.6
10609,39.3
10610,15.5
10611,20.6
10612,26.8
10613,29.8
10614,29.9
10615,22.8
10616,17.4
10617,12.4
10618,28.3
10619,27.2
10620,22.1
10621,21.7
10622,26.8
10623,28.6
10624,33.8
10625,33.6
10626,33.8
10673,46.2
10674,30.7
10675,31.5
10676,37.2
10677,41.9
10678,42.1
10679,42.6
10680,48.0
10681,56.7
10682,56.7
10683,55.4
10684,49.5
10685,45.5
10686,39.4
10687,42.7
10688,47.6
10689,51.4
10690,48.7
10691,41.2
10692,38.6
10693,42.0
10694,46.2
10695,51.2
10696,51.4
10697,48.0
10698,41.0
10699,41.0
10700,41.2
10701,40.9
10702,46.9
10703,43.0
10704,45.0
10705,45.8
10706,50.8
10707,55.9
10708,54.7
10709,52.7
10710,53.2
10711,58.2
10712,60.4
10713,61.6
10714,63.5
10715,66.0
10716,63.4
10717,56.2
10718,51.8
10719,49.3
10720,49.2
10721,55.0
10722,56.5
10723,54.9
10724,55.2
10725,53.1
10726,57.0
10727,62.2
10728,62.6
10729,57.5
10730,55.5
10731,61.0
10732,63.3
10733,60.1
10734,55.6
10735,47.7
10736,48.0
10737,55.7
10738,63.0
10739,66.8
10740,71.9
10741,70.1
10742,66.4
10743,50.5
10744,56.2
10745,57.4
10746,59.5
10747,69.7
10748,73.2
10749,71.4
10750,65.6
10751,72.3
10752,72.1
10753,70.6
10754,63.7
10755,65.9
10756,56.4
10757,50.2
10758,55.0
10759,55.0
10760,59.8
10761,62.7
10762,66.0
10763,68.4
10764,72.9
10765,70.2
10766,71.4
10767,73.4
10768,76.5
10769,74.8
10770,63.6
10771,58.1
10772,61.2
10773,63.0
10774,66.0
10775,72.5
10776,82.6
10777,81.0
10778,70.9
10779,69.8
10780,63.4
10781,64.3
10782,61.1
10783,62.0
10784,67.8
10785,67.6
10786,71.8
10787,81.4
10788,76.0
10789,71.1
10790,67.5
10791,70.5
10792,68.4
10793,69.0
10794,71.8
10795,77.5
10796,79.3
10797,75.2
10798,75.3
10799,70.1
10800,75.7
10801,79.8
10802,79.4
10803,73.4
10804,65.7
10805,64.9
10806,64.2
10807,65.5
10808,62.5
10809,68.6
10810,67.6
10811,61.8
10812,58.4
10813,66.5
10814,67.4
10815,67.0
10816,65.9
10817,60.7
10818,63.7
10819,71.4
10820,66.4
10821,60.9
10822,62.2
10823,63.7
10824,66.4
10825,63.3
10826,65.4
10827,68.4
10828,69.3
10829,70.5
10830,73.9
10831,70.7
10832,61.9
10833,56.7
10834,63.2
10835,67.0
10836,73.1
10837,75.3
10838,75.6
10839,67.7
10840,58.7
10841,63.2
10842,66.7
10843,53.6
10844,54.6
10845,52.5
10846,59.8
10847,52.9
10848,50.1
10849,52.4
10850,50.5
10851,53.2
10852,57.4
10853,57.1
10854,48.0
10855,42.2
10856,53.0
10857,58.9
10858,47.6
10859,54.7
10860,63.3
10861,54.7
10865,46.4
10868,48.5
10869,46.7
10870,41.4
10871,40.8
10872,57.7
10873,55.9
10874,56.8
10875,49.6
10876,57.3
10877,47.9
10878,41.6
10879,52.3
10880,52.3
10881,40.4
10882,35.1
10883,40.0
10884,38.1
10885,47.8
10886,44.5
10887,37.2
10888,34.0
10889,45.3
10890,46.7
10891,42.2
10892,48.2
10893,49.3
10894,58.6
10895,47.8
10896,49.8
10897,38.3
10898,31.9
10899,38.3
10900,49.7
10901,40.1
10902,40.0
10903,52.6
10904,61.4
10905,45.4
10906,33.1
10907,37.5
10908,43.3
10909,42.4
10910,30.9
10911,31.9
10912,33.7
10913,36.9
10914,47.5
10915,35.8
10916,38.1
10917,42.7
10918,35.6
10919,32.2
10920,32.6
10921,33.9
10922,29.8
10923,25.7
10924,24.7
10925,21.4
10926,31.9
10927,34.0
10928,41.8
10929,36.7
10930,29.0
10931,24.4
10932,26.4
10933,32.8
10934,30.5
10935,24.6
10936,22.6
10937,28.3
10938,23.5
10939,28.8
10940,30.6
10941,12.7
10942,5.8
10943,8.0
10944,18.7
10945,10.6
10946,-8.1
10947,-6.0
10948,-6.3
10949,2.1
10950,15.2
10951,23.6
10952,13.5
10953,17.2
10954,30.1
10955,31.4
10956,25.2
10957,27.3
10958,27.0
10959,23.5
10960,20.6
10961,10.6
10962,21.3
10963,6.1
10964,20.4
10965,18.2
10966,30.9
10967,22.6
10968,4.5
10969,11.7
10970,8.4
10971,17.8
10972,16.9
10973,11.9
10974,18.5
10975,7.9
10976,-1.2
10977,-9.2
10978,2.4
10979,5.5
10980,-2.1
10981,11.1
10982,9.6
10983,2.4
10984,2.0
10985,6.5
10986,19.2
10987,16.9
10988,22.0
10989,15.3
10990,23.0
10991,24.0
10992,17.4
10993,13.7
10994,23.4
10995,13.9
10996,28.1
10997,23.6
10998,7.5
10999,-2.4
11000,14.4
11001,10.5
11002,21.4
11003,15.9
11004,7.7
11005,21.2
11006,22.1
11007,20.3
11008,25.9
11009,36.5
11010,37.1
11011,39.9
11012,38.0
11013,46.0
11014,37.2
11015,34.2
11016,45.8
11017,36.8
11018,29.8
11019,33.1
11020,41.4
11021,41.6
11022,46.9
11023,55.9
11024,58.4
11025,32.8
11026,20.1
11027,25.3
11028,26.3
11029,28.0
11030,33.9
11031,31.8
11032,19.9
11033,19.9
11034,27.0
11035,29.1
11036,34.3
11037,37.9
11038,45.1
11039,49.8
11040,49.0
11041,44.5
11042,40.4
11043,36.8
11044,32.4
11045,33.3
11046,34.8
11047,45.2
11048,42.7
11049,44.1
11050,41.1
11051,31.9
11052,36.4
11053,43.1
11054,32.0
